permno,date,nameendt,exchcd,ncusip,ticker,comnam,tsymbol,trdstat,secstat,permco,hsiccd,cusip,dlstcd,hsicmg,hsicig,acperm,accomp
87668,1/31/2001,,1,92553H10,VG,VIASYSTEMS GROUP INC,,A,R,36965,3672,92553H10,,,,,
37815,2/28/1977,,2,92552810,VTK,VIATECH INC,,A,R,21867,8711,21118810,,,,,
84147,4/28/2000,,3,92552920,VYTL,VIATEL INC,VYTL,A,R,15053,4810,92552920,,,,,
79879,11/30/2015,,3,92555010,VIAV,VIAVI SOLUTIONS INC,VIAV,A,R,12583,3674,92555010,,,,,
79022,10/31/2006,,3,92560210,VICL,VICAL INC,VICL,A,R,12005,2836,92560220,,,,,
91323,11/30/2006,,2,92562110,XVE,VICEROY EXPLORATION LTD,XVE,A,R,50851,1041,92562110,,,,,
87640,1/31/2002,,3,92565310,VCNT,VICINITY CORP,VCNT,A,R,17952,7372,92565310,,,,,
80630,12/31/1975,,3,92580710,VICO,VICO CORP,,A,R,4798,6711,92580710,,,,,
80638,12/31/1992,,0,92580810,,VICOM INC,,X,X,7120,4813,62544X20,,,,,
80646,10/31/1985,,3,92580910,VFOX,VICON FIBER OPTICS CP,VFOX,A,R,6089,3220,92580910,,,,,
61700,1/31/1997,,2,92581110,VII,VICON INDUSTRIES INC,,A,R,4797,3669,92581110,,,,,
76128,3/28/2002,,3,92581510,VICR,VICOR CORPORATION,VICR,A,R,10545,5060,92581510,,,,,
80654,6/30/1993,,3,92581710,VRES,VICORP RESTAURANTS INC,VRES,A,R,5615,5812,92581710,,,,,
23202,6/30/1964,,1,,VCR,VICTOR COMPTOMETER CORP,,A,R,23198,3574,92585310,,,,,
80662,4/30/1975,,3,92588810,VCTG,VICTOR GRAPHIC SYS INC,,A,R,4779,3662,92588810,,,,,
80689,6/30/1983,,3,92603010,VICR,VICTOR TECHNOLOGIES INC,VICR,A,R,5876,,92603010,,,,,
37786,12/31/1968,,2,92608910,VIC,VICTOREEN INC,,A,R,24262,3694,91825410,,,,,
37786,4/30/1963,,2,,VIC,VICTOREEN INSTR CO,,A,R,24262,3694,91825410,,,,,
37786,10/31/1969,,2,92609810,VIC,VICTOREEN LEECE NEVILLE INC,,A,R,24262,3694,91825410,,,,,
80697,12/30/1994,,3,92614410,VICT,VICTORIA BANKSHARES INC,VICT,A,R,4799,6711,92614410,,,,,
10652,12/31/1990,,3,92624D10,VITC,VICTORIA CREATIONS INC,VITC,A,R,8556,3960,92624D10,,,,,
80710,4/30/1984,,3,92624610,VICF,VICTORIA FINANCIAL CORP,VICF,A,R,6230,6350,92624620,,,,,
80718,9/30/1977,,3,92628610,VSTA,VICTORIA STATION INC,,A,R,4835,5812,92628610,,,,,
82226,8/31/1995,10/23/1996,3,92640P10,VMAX,VICTORMAXX TECHNOLOGIES INC,VMAX,A,R,13924,3570,92640P10,,,,,
92151,7/31/2007,,2,92644D10,VRY,VICTORY ACQUISITION CORP,VRY,A,R,52128,6770,92644D10,,,,,
80726,6/30/1983,,3,92646310,VMKT,VICTORY MARKETS INC,VMKT,A,R,4816,5411,92646310,,,,,
14794,7/31/2017,,3,92647N82,CDC,VICTORY PORTFOLIOS II,CDC,A,R,54950,6726,92647N82,,,,,
88578,5/30/2003,,3,92647110,MICU,VICURON PHARMACEUTICALS INC,MICU,A,R,38472,2834,92647110,,,,,
81760,8/31/2000,,3,92653010,VIDA,VIDAMED INC,VIDA,A,R,13793,3840,92653010,,,,,
77003,11/29/1991,,3,92653810,VDPI,VIDCOM POST INC,VDPI,A,R,10923,7810,92653810,,,,,
12279,1/31/1991,,3,92654L10,VCRI,VIDEO COMMUNICATION & RADIO INC,VCRI,A,R,9987,7810,32008030,,,,,
80734,8/30/1985,,3,92654110,VIDC,VIDEO CONNECTIONS AMER INC,VIDC,A,R,5815,3690,92654110,,,,,
80742,1/31/1985,,3,92654910,VICA,VIDEO CORP OF AMER,VICA,A,R,4796,7814,92654910,,,,,
92874,8/29/2014,,3,92655510,VIDE,VIDEO DISPLAY CORP,VIDE,A,R,7378,3690,92655510,,36,369,,
92260,9/30/1985,,3,92656010,VIDI,VIDEO IMAGE,VIDI,A,R,7388,7814,87258E30,,,,,
11028,9/29/1995,,3,92656G10,JUKE,VIDEO JUKEBOX NETWORK INC,JUKE,A,R,8898,4840,10290410,,,,,
10052,9/30/1987,,3,92656610,VLVL,VIDEO LIBRARY INC,VLVL,A,R,8000,5730,92656610,,,,,
76746,10/31/1994,,3,92656M10,VLTS,VIDEO LOTTERY TECH INC,VLTS,A,R,11043,7990,73932310,,,,,
84752,10/29/1999,,3,92656N10,VNCI,VIDEO NETWORK COMMUNICATIONS INC,VNCI,A,R,15421,3661,92656N10,,,,,
92882,5/29/1987,,3,92656810,VIDS,VIDEO SCIENCE TECHNOLOGY INC,VIDS,A,R,7445,3570,92656810,,,,,
81017,8/30/1996,,3,92656X10,VSEN,VIDEO SENTRY CORP,VSEN,A,R,13386,1730,92656X10,,,,,
80264,5/29/1998,,2,92656U10,VS,VIDEO SERVICES CORP,,A,R,12832,7819,92656U10,,,,,
80769,6/30/1983,,3,92657010,VDEO,VIDEO STATION INC,VDEO,A,R,5361,5090,92657110,,,,,
80769,8/29/1986,,3,92657110,VDEO,VIDEO STATION INC NEW,VDEO,A,R,5361,5090,92657110,,,,,
12280,3/28/1991,,3,92657320,VDSA,VIDEO SUPERSTORES AMERICA INC,VDSA,A,R,9968,7840,92657320,580,,,,
80777,2/28/1974,,3,92657410,VIDO,VIDEO SYSTEMS CORP,,A,R,4800,3699,92657410,,,,,
80849,3/31/1982,,3,92690010,VTGO,VIDEO TO GO CORP,,A,R,4837,,92690010,,,,,
80773,9/29/1995,,3,92657V10,VUPDA,VIDEO UPDATE INC,VUPDA,A,R,13212,5730,92657V10,,,,,
76491,12/31/1990,,3,92691410,VCRT,VIDEOCART INC,VCRT,A,R,10775,3660,92691410,,36,366,,
15301,6/30/2015,,3,92657J10,VDTH,VIDEOCON D2H LTD,VDTH,A,R,55234,9999,92657J10,,,,,
80581,4/30/1996,,3,92657R10,VLAB,VIDEOLABS INC,VLAB,A,R,13056,3577,26874A10,,,,,
82219,11/29/1996,,3,92691910,VLNT,VIDEOLAN TECHNOLOGIES INC,VLNT,A,R,13922,3660,92691930,,,,,
81186,8/30/1996,,3,92657Q10,VDNX,VIDEONICS INC,VDNX,A,R,13484,3861,92657Q10,,,,,
10615,6/30/1988,,3,92658B10,VPLX,VIDEOPLEX INC,VPLX,A,R,8517,5060,92658B10,,,,,
81650,10/29/1999,,3,92691810,VSVR,VIDEOSERVER INC,VSVR,A,R,13745,3663,30231110,,,,,
11086,9/29/1989,,3,92658G10,VDSP,VIDEOSPECTION INC,VDSP,A,R,8951,3860,92922H20,,,,,
77505,1/29/1993,,3,92658N10,VTEL,VIDEOTELECOM CORP,VTEL,A,R,11455,3663,04649U10,,,,,
81520,9/29/1995,,3,92659H10,VRONY,VIDEOTRON HOLDINGS PLC,VRONY,A,R,13643,4840,92659H10,,48,484,,
81016,3/31/1982,,3,92658110,VVIS,VIDEOVISION INC,,A,R,5131,7820,92830210,,,,,
88494,9/28/2001,,1,92659G60,VSL,VIDESH SANCHAR NIGAM LTD,,A,R,38397,4813,87656410,,,,,
76972,6/30/1999,,3,92659F10,VIDI,VIDIKRON TECHNOLOGIES GROUP INC,VIDI,A,R,10693,3660,92659F10,,,,,
76208,7/31/1991,,3,92658R10,VDMK,VIDMARK INC,VDMK,A,R,10658,7822,89621J10,,78,782,,
80785,12/31/1987,,3,92660410,VDEF,VIE DE FRANCE CORP,VDEF,A,R,6872,2011,22990410,,,,,
76203,7/31/1991,,3,92661110,VBMV,VIEJO BANCORP,VBMV,A,R,10645,6710,92661110,550,,,,
80793,9/30/1988,,3,92670510,VMIG,VIEW MASTER IDEAL GROUP INC,VMIG,A,R,6436,3940,92670510,,,,,
80793,7/31/1985,,3,92670510,VMIG,VIEW MASTER INTL GROUP INC,VMIG,A,R,6436,3940,92670510,,,,,
81761,3/31/1999,,3,92670710,VUTK,VIEW TECH INC,VUTK,A,R,13783,4813,37988720,,,,,
84547,6/30/2000,,3,92671310,VCST,VIEWCAST COM INC,VCST,A,R,15313,3660,92671310,,,,,
37823,11/29/1963,,2,,VLX,VIEWLEX INC,,A,R,24264,3861,92671830,,,,,
77185,11/30/1993,,3,92672110,VIEW,VIEWLOGIC SYSTEMS INC,VIEW,A,R,11261,7370,92672110,,,,,
82727,8/30/2002,,3,92672P10,VWPT,VIEWPOINT CORP,VWPT,A,R,14208,7372,29336110,,,,,
91514,5/30/2008,,3,92672710,VPFG,VIEWPOINT FINANCIAL GROUP,VPFG,A,R,51319,6035,52471Y10,,,,,
91514,2/28/2011,,3,92672A10,VPFG,VIEWPOINT FINANCIAL GROUP INC,VPFG,A,R,51319,6035,52471Y10,,,,,
15978,4/29/2016,,3,92672L10,VRAY,VIEWRAY INC,VRAY,A,R,55538,9999,92672L10,,99,999,,
29103,6/30/2014,,3,G9363W10,VIEW,VIEWTRAN GROUP INC,VIEW,A,R,1405,3751,G9363W10,,,,,
88285,1/31/2013,,0,92672V10,,VIGGLE INC,,X,X,7887,3570,36077T20,,,,,
80806,1/30/1981,,3,92673110,VGLS,VIGILANCE SYSTEMS CORP,,A,R,4795,3823,92673110,,,,,
86739,2/29/2000,,3,92673410,VIGN,VIGNETTE CORP,VIGN,A,R,16418,7370,92673440,,,,,
76640,3/31/1993,,1,92675410,VGR,VIGORO CORP,,A,R,29020,2873,92675410,,,,,
84280,2/28/2003,,3,92675K10,VISG,VIISAGE TECHNOLOGY INC,VISG,A,R,15124,7373,50212A10,,,,,
80814,9/30/1987,,3,92676310,VIKG,VIKING FREIGHT INC,VIKG,A,R,5236,4210,92676310,,42,421,,
80814,4/30/1986,,3,92676310,VIKG,VIKING FREIGHT SYSTEMS INC,VIKG,A,R,5236,4210,92676310,,,,,
54332,5/28/1976,,2,92676510,V,VIKING GENERAL CORP,,A,R,20070,6552,02489810,,,,,
43967,2/28/1967,,2,,VIK,VIKING INDS INC,,A,R,20022,6590,86787R10,,,,,
80822,5/28/1976,,3,92678610,VIND,VIKING INDUSTRIES INC,,A,R,4801,3442,92678610,,,,,
76104,6/28/1991,,3,92691310,VKNG,VIKING OFFICE PRODUCTS INC,VKNG,A,R,10522,5960,92691310,,,,,
15303,6/30/2015,,3,92686J10,VKTX,VIKING THERAPEUTICS INC,VKTX,A,R,55236,9999,92686J10,,,,,
43967,3/31/1976,,2,92685410,VIK,VIKOA INC,,A,R,20022,6590,86787R10,,,,,
11508,6/29/1990,,3,92685910,VKSI,VIKONICS INC,VKSI,A,R,9337,3660,92685910,,,,,
79630,2/29/1996,,3,92705110,VBNK,VILLAGE BANCORP INC,VBNK,A,R,12398,6020,92705110,,,,,
89576,4/29/2011,,3,92705T10,VBFC,VILLAGE BANK AND TRUST FINL CORP,VBFC,A,R,43692,6022,92705T20,,,,,
75915,9/30/1991,,3,92707510,VIFS,VILLAGE FINANCIAL SERVICES LTD,VIFS,A,R,10398,6710,92707510,,,,,
10573,9/30/1988,,3,92707710,BOOK,VILLAGE GREEN BOOKSTORE INC,BOOK,A,R,8481,5940,92707720,,,,,
80857,9/29/2017,,3,92710740,VLGEA,VILLAGE SUPER MARKET INC,VLGEA,A,R,4815,5411,92710740,,,,,
44556,7/31/1970,,1,92712410,VIL,VILLAGER INDUSTRIES INC,,A,R,24760,2339,92712410,,,,,
90981,5/31/2012,,3,92718N10,VIMC,VIMICRO INTERNATIONAL CORP,VIMC,A,R,48781,3674,92718N10,,,,,
93337,7/29/2016,,3,92719A10,VIP,VIMPELCOM LTD,VIP,A,R,53384,4812,91822M10,,,,,
76457,10/31/1997,,3,92718610,VMRX,VIMRX PHARMACEUTICALS INC,VMRX,A,R,10696,2830,65332H20,,,,,
81049,1/31/2014,,1,92719110,VCO,VINA CONCHA Y TORO S A,VCO,A,R,30506,2084,92719110,,,,,
88579,6/28/2002,,3,92719D10,VINA,VINA TECHNOLOGIES INC,VINA,A,R,38473,3661,92719D10,,,,,
83576,1/31/1997,,3,92719B10,VCAM,VINCAM GROUP INC,VCAM,A,R,14607,7360,92719B10,,,,,
14296,10/30/2015,,1,92719W10,VNCE,VINCE HOLDING CORP,VNCE,A,R,54640,6799,92719W20,,,,,
37831,1/31/1963,,2,,VCO,VINCO CORP,,A,R,24265,3811,92732810,,,,,
80873,1/31/1975,,3,92733610,VNDL,VINDALE CORP,,A,R,4821,2451,92733610,,,,,
77004,3/31/1994,,3,92734110,VIFL,VINDICATOR INC,VIFL,A,R,10883,7389,34479820,,,,,
77004,2/28/1992,,3,92734110,VIFL,VINDICATOR OF FLORIDA INC,VIFL,A,R,10883,7389,34479820,,,,,
89045,10/31/2005,,3,92742610,VNBC,VINEYARD NATIONAL BANCORP,VNBC,A,R,41821,6021,92742610,,,,,
90043,2/28/1997,,3,92742820,VIPIS,VININGS INVESTMENT PROP TRUST,VIPIS,A,R,7424,6790,92742820,,,,,
26535,4/30/1991,,3,92744910,VIPTS,VINLAND PROPERTY TRUST,VIPTS,A,R,806,6790,87628710,,,,,
50593,9/30/1976,,2,92745710,VIN,VINTAGE ENTERPRISES INC,,A,R,25135,2451,92745710,,,,,
88533,2/28/1990,,3,92745820,VINT,VINTAGE GROUP INC,VINT,A,R,7924,6720,92745820,,,,,
76272,7/29/2005,,1,92746010,VPI,VINTAGE PETROLEUM INC,VPI,A,R,38042,1311,92746010,,,,,
14143,2/28/2014,,1,92763A10,VMEM,VIOLIN MEMORY INC,VMEM,A,R,54546,3674,92763A30,,,,,
82201,7/31/2000,,3,92762410,VION,VION PHARMACEUTICALS INC,VION,A,R,13935,2836,92762450,,,,,
80373,1/31/1996,,3,91824430,VIPG,VIP GLOBAL CAPITAL INC,VIPG,A,R,12960,2750,91824430,,,,,
15139,5/29/2015,,3,92763M10,VNOM,VIPER ENERGY PARTNERS LP,VNOM,A,R,54901,1311,92763M10,,,,,
80881,11/30/1977,,3,92763010,VPNT,VIPONT CHEMICAL CO,,A,R,4813,2830,92763020,,,,,
80881,8/30/1985,,3,92763020,VLAB,VIPONT LABORATORIES INC,VLAB,A,R,4813,2830,92763020,,,,,
80881,6/30/1987,,3,92763020,VLAB,VIPONT PHARMACEUTICAL INC,VLAB,A,R,4813,2830,92763020,,,,,
13315,7/31/2014,,1,92763W10,VIPS,VIPSHOP HOLDINGS LTD,VIPS,A,R,54017,7372,92763W10,,,,,
88385,4/30/2003,,3,92763Q10,VRGE,VIRAGE INC,VRGE,A,R,37751,7371,92763Q10,,,,,
88580,4/30/2004,,3,92763R10,VIRL,VIRAGE LOGIC CORP,VIRL,A,R,38474,3674,92763R10,,,,,
84346,3/31/1997,,3,92763710,VERP,VIRAGEN EUROPE LTD,VERP,A,R,15204,2830,92763710,,,,,
80900,2/27/2004,,2,92763810,VRA,VIRAGEN INC,VRA,A,R,5264,2836,92763840,,,,,
10686,9/30/1988,,3,92764330,VRSI,VIRAL RESPONSE SYSTEMS INC,VRSI,A,R,8582,2830,92764330,,,,,
65082,4/29/1994,,2,92764K10,VTS,VIRAL TESTING SYSTEMS CORP,,A,R,4469,3575,92764K10,584,,,,
80902,8/31/1973,,3,92764520,,VIRANY CREATIONS LTD,,A,R,25977,5136,92764520,,,,,
87427,7/31/2001,,3,92764610,VRTA,VIRATA CORP,VRTA,A,R,17389,3670,92764610,,,,,
80929,8/30/1991,,3,92764810,VIRA,VIRATEK INC,VIRA,A,R,4803,2834,92764810,,,,,
80730,11/30/2000,,3,92764910,VBAC,VIRBAC CORP,VBAC,A,R,13202,2834,92764910,,,,,
59627,11/30/2016,,3,92765110,VIRC,VIRCO MFG CORP,VIRC,A,R,4805,2500,92765110,,,,,
91064,1/31/2007,,2,92765V10,REX,VIREXX MEDICAL CORP,REX,A,R,50033,2836,92765V10,,,,,
15088,7/29/2016,,3,92765X20,VA,VIRGIN AMERICA INC,VA,A,R,55125,9999,92765X20,,,,,
85585,4/30/1999,,3,92765K10,VIRGY,VIRGIN EXPRESS HOLDINGS PLC,VIRGY,A,R,15823,4510,92765K20,,,,,
11753,2/29/1988,,3,92765620,VGIN,VIRGIN GROUP PLC,VGINY,A,R,9559,7390,92765620,,,,,
89644,2/28/2013,,3,92769L10,VMED,VIRGIN MEDIA INC,VMED,A,R,43846,4813,92769L10,,,,,
92376,9/30/2008,,1,92769R10,VM,VIRGIN MOBILE U S A INC,VM,A,R,52819,4812,92769R10,,,,,
80937,3/31/1986,,3,92773210,VABF,VIRGINIA BEACH FED SVGS & LN ASS,VABF,A,R,6566,6710,31969710,,,,,
80937,3/29/1996,,3,92773110,VABF,VIRGINIA BEACH FEDERAL FINL CORP,VABF,A,R,6566,6710,31969710,,,,,
80937,5/31/1989,,3,92773210,VABF,VIRGINIA BEACH FEDERAL SVG BANK,VABF,A,R,6566,6710,31969710,,,,,
86537,12/31/1998,6/27/2001,3,92775810,VCAP,VIRGINIA CAPITAL BANCSHARES INC,VCAP,A,R,16359,6030,92775810,,,,,
15165,5/31/1963,,1,,VC,VIRGINIA CAROLINA CHEM CORP,,A,R,22587,2879,92799090,,,,,
80945,10/31/1975,,3,92777010,VCHM,VIRGINIA CHEMICALS INC,,A,R,4778,2819,92777010,,,,,
85406,10/31/2012,,3,92778Q10,VCBI,VIRGINIA COMMERCE BANCORP,VCBI,A,R,15675,6020,92778Q10,,,,,
85406,11/30/1998,,3,92778510,VCBK,VIRGINIA COMMERCE BANK,VCBK,A,R,15675,6020,92778Q10,,,,,
85209,10/31/2001,,3,92778N10,VCFC,VIRGINIA COMMONWEALTH FIN CORP,VCFC,A,R,15593,6020,92778N10,,,,,
51764,12/31/1971,,1,92778710,VCB,VIRGINIA COMWLTH BANCSHARES,,A,R,21619,6025,82668110,,,,,
29348,4/30/1963,,2,,VDS,VIRGINIA DARE STORES CORP,,A,R,23614,5651,04999090,,,,,
23448,4/30/1974,,1,92780410,VEL,VIRGINIA ELECTRIC & POWER CO,,A,R,23211,4931,92780410,,,,,
89292,4/28/2006,,3,92781010,VFGI,VIRGINIA FINANCIAL GROUP INC,VFGI,A,R,42653,6022,85856G10,,,,,
80953,1/31/1995,,3,92781210,VFFC,VIRGINIA FIRST FINANCIAL CORP,VFFC,A,R,6214,6710,92781210,,,,,
80953,5/31/1990,,3,92781210,VFSB,VIRGINIA FIRST SAVINGS F S B,VFSB,A,R,6214,6710,92781210,,,,,
80953,3/30/1984,,3,92781210,VFSL,VIRGINIA FIRST SVGS&LN PETERSB,VFSL,A,R,6214,6710,92781210,,,,,
84143,10/31/1997,,3,92781410,VGCO,VIRGINIA GAS CO,VGCO,A,R,15035,4920,92781410,,,,,
80961,2/28/1974,,3,92783210,VITL,VIRGINIA INTERNATIONAL CO,,A,R,4810,1311,92783210,,,,,
37858,8/31/1962,,2,,VKE,VIRGINIA IRON COAL & COKE CO,,A,R,24266,1211,92783810,,,,,
71889,9/30/1983,,3,92803310,VNAT,VIRGINIA NATIONAL BANKSHARES INC,VNAT,A,R,4817,6712,84610410,,,,,
80980,11/30/1978,,3,92808410,VARES,VIRGINIA REAL ESTATE INVT TR,,A,R,4774,6799,92808410,,,,,
80988,4/30/1973,,3,92808810,,VIRGINIA SAVSHARES INC,,A,R,25978,6162,92808810,,,,,
87084,10/30/2009,,2,92823T10,VHC,VIRNETX HOLDING CORP,VHC,A,R,16687,6794,92823T10,,,,,
77187,3/31/1993,,3,92823L10,VIRO,VIROGROUP INC,VIRO,A,R,11267,8710,92823L20,,,,,
77187,2/28/1997,,3,92823L20,VIRO,VIROGROUP INC NEW,VIROD,A,R,11267,8710,92823L20,,,,,
88271,10/31/2001,,3,92823R20,VLGC,VIROLOGIC INC,VLGC,A,R,37534,2835,60975U20,,,,,
65082,11/30/1992,,2,92823610,VTS,VIROLOGY TESTING SCIENCES INC,,A,R,4469,3575,92764K10,,,,,
84281,9/30/2004,,3,92824110,VPHM,VIROPHARMA INC,VPHM,A,R,15155,2830,92824110,,,,,
15302,3/31/2016,,3,92825410,VIRT,VIRTU FINANCIAL INC,VIRT,A,R,55235,9999,92825410,,,,,
84540,3/31/2000,,3,92825D10,VCIX,VIRTUAL COMMUNITIES INC,VCIX,A,R,15328,7372,92825D10,,,,,
92455,5/29/2009,,3,92826B10,VRAD,VIRTUAL RADIOLOGIC CORP,VRAD,A,R,52873,8090,92826B10,,,,,
76236,4/30/2001,,3,92825A10,VFND,VIRTUALFUND COM INC,VFND,A,R,10490,7372,92825A10,,,,,
91286,3/31/2014,,3,92826920,VSCP,VIRTUALSCOPICS INC,VSCP,A,R,50738,7363,92826920,,,,,
16518,4/28/2017,,4,92790A20,BLHY,VIRTUS E T F TR II,BLHY,A,R,55818,6726,92790A20,,,,,
75367,3/31/2017,,1,92835W10,ZTR,VIRTUS GLOBAL DIV & INCOME FD IN,ZTR,A,R,21955,6726,92835W10,,,,,
13254,10/31/2014,,1,92829B10,VGI,VIRTUS GLOBAL MULTI SECTR INC FD,VGI,A,R,53990,6726,92829B10,,,,,
92871,9/30/2010,,3,92828Q10,VRTS,VIRTUS INVESTMENT PARTNERS INC,VRTS,A,R,53113,9999,92828Q10,,,,,
90549,4/28/2017,,1,92829A10,DCA,VIRTUS TOTAL RETURN FUND,DCA,A,R,46148,6726,92829A10,,,,70295,21954
70295,3/31/2017,12/29/2017,1,92837G10,ZF,VIRTUS TOTAL RETURN FUND INC,ZF,A,R,21954,6726,92837G10,,67,672,,
92229,5/28/2010,,3,92827P10,VRTU,VIRTUSA CORP,VRTU,A,R,52677,7371,92827P10,,,,,
83707,6/28/1996,8/21/1998,3,92792010,VRII,VIRUS RESEARCH INSTITUTE INC,VRII,A,R,14697,2830,92792010,,,,,
88652,2/28/2003,,3,M9754011,VRYA,VIRYANET LTD,VRYA,A,R,39180,7372,M9754013,,,,,
64389,6/30/1983,,2,92825310,VSA,VISA ENERGY CORP,,A,R,25723,1382,92825310,,,,,
80996,10/30/1981,,3,92825510,VISA,VISA EXPLORATION CORP,,A,R,4806,1311,92825510,,,,,
92611,8/31/2011,,1,92826C83,V,VISA INC,V,A,R,52983,7374,92826C83,,,,,
78391,4/30/1990,,3,92829610,VISRF,VISCOUNT RESOURCES LTD,VISRF,A,R,4809,1040,92829610,,,,,
57808,11/30/1994,,1,92829810,VSH,VISHAY INTERTECHNOLOGY INC,,A,R,21869,3674,92829810,,,,,
93426,1/31/2011,,1,92835K10,VPG,VISHAY PRECISION GROUP INC,VPG,A,R,53443,3676,92835K10,,,,,
83706,1/29/1999,,3,92829510,VGIN,VISIBLE GENETICS INC,VGIN,A,R,14733,3820,92829510,,,,,
91175,3/30/2007,,3,92831L20,EICU,VISICU INC,EICU,A,R,50593,7372,92831L20,,,,,
83917,7/31/1997,,3,92829T10,VSGN,VISIGENIC SOFTWARE INC,VSGN,A,R,14879,7370,92829T10,,,,,
82623,3/31/1999,,3,92791410,VSIO,VISIO CORP,VSIO,A,R,14119,7370,92791410,,,,,
81016,8/31/1984,,3,92830210,VVIS,VISION COMMUNICATIONS CORP,VVIS,A,R,5131,7820,92830210,,,,,
10988,3/31/1987,,3,92790510,LENZ,VISION SCIENCES INC,LENZ,A,R,8861,3850,92790510,,,,,
78217,9/30/2011,,3,92791210,VSCI,VISION SCIENCES INC DEL,VSCI,A,R,11851,3845,19243A10,,,,,
11696,11/30/1990,,3,92790710,IOLS,VISION TECHNOLOGIES INTL INC,IOLS,A,R,9517,3850,92790720,,,,,
77250,12/31/1991,,3,92831F30,VTEN,VISION TEN INC,VTEN,A,R,11190,3570,92831F30,,,,,
85289,12/31/1998,,3,92831N10,EYES,VISION TWENTY ONE INC,EYES,A,R,15661,8740,92831N10,,,,,
76408,8/31/1999,4/24/2000,3,92832C10,VSNA,VISIONAMERICA INC,VSNA,A,R,10715,8010,92832C10,,,,,
92472,6/30/2009,,3,92833U10,VISN,VISIONCHINA MEDIA INC,VISN,A,R,52890,7311,92833U20,,,,,
82759,5/30/1997,,3,92830V10,VSNR,VISIONEER INC,VSNR,A,R,14205,7372,67020Y10,,,,,
76548,3/30/2001,,3,92831E10,VSNX,VISIONICS CORP,VSNX,A,R,28935,7371,92831E10,,,,,
81024,6/30/1986,,3,92830310,VISI,VISIONTECH INC,VISI,A,R,6970,5080,92830310,,,,,
77005,12/31/1991,,3,92830410,VISI,VISITEL NETWORK INC,VISI,A,R,11037,4830,92830410,,,,,
80119,10/30/1998,,3,92831R10,VCIC,VISKASE COMPANIES INC,VCIC,A,R,1556,3080,92831R10,,,,,
81187,1/31/1996,,3,92839310,VIST,VISTA 2000 INC,VIST,A,R,13397,4930,92839310,,,,,
79199,1/31/2002,,3,92830R10,VBNJ,VISTA BANCORP INC,VBNJ,A,R,12163,6020,92830R10,,,,,
71204,6/30/1988,,1,92834710,VC,VISTA CHEMICAL CO,,A,R,21870,5169,92834710,,,,,
76951,12/31/1998,,2,92835010,VEI,VISTA ENERGY RESOURCES INC,,A,R,10935,1311,74267L10,,,,,
77619,12/31/1999,,3,92835210,VSTA,VISTA EYECARE INC,VSTA,A,R,11534,5990,92835210,,,,,
81032,9/28/1984,6/19/1985,3,92835410,VISA,VISTA FILMS CORP,VISA,A,R,7143,7814,92837510,,,,,
69446,8/29/2008,,2,92792630,VGZ,VISTA GOLD CORP,VGZ,A,R,20842,1041,92792630,,,,,
79960,8/30/1996,,3,92836510,VINF,VISTA INFORMATION SOLUTIONS INC,VINF,A,R,12635,7370,31620P10,,,,,
85225,3/31/2000,,3,92836910,VMTI,VISTA MEDICAL TECHNOLOGIES INC,VMTI,A,R,15577,3840,46589C20,,,,,
78592,9/30/1988,,3,92837610,TVOPZ,VISTA ORG PARTNERSHIP L P,TVOPZ,A,R,27844,7810,92837610,,,,,
81032,1/29/1988,,3,92837510,VISA,VISTA ORGANIZATION LTD,VISA,A,R,7143,7814,92837510,,,,,
15168,4/28/2017,,1,92837710,VSTO,VISTA OUTDOOR INC,VSTO,A,R,55163,3489,92837710,,,,,
14306,11/30/1982,3/31/1986,3,92838410,VIST,VISTA RESOURCES INC,VIST,A,R,5519,3111,36102210,,,,,
89622,9/30/2005,,3,92839Y10,VSTA,VISTACARE INC,VSTA,A,R,43788,8082,92839Y10,,,,,
16070,5/31/2016,12/29/2017,3,92840H20,VTGN,VISTAGEN THERAPEUTICS INC,VTGN,A,R,55574,9999,92840H20,,,,,
84568,5/28/1999,,3,92839P10,VSTN,VISTANA INC,VSTN,A,R,15365,6550,92839P10,,65,655,,
90913,12/29/2006,,3,G9376220,VPRT,VISTAPRINT LTD,VPRT,A,R,47451,2750,N2014610,,,,,
90913,6/30/2010,,3,N9354010,VPRT,VISTAPRINT N V,VPRT,A,R,47451,2750,N2014610,,,,,
81032,12/31/1985,,3,92839510,VISA,VISTAR FILMS CORP,VISA,A,R,7143,7814,92837510,,,,,
88319,6/30/2009,,0,92839U10,,VISTEON CORP,,X,X,37682,3714,92839U20,,,,,
16736,5/31/2017,12/29/2017,1,92840M10,VST,VISTRA ENERGY CORP,VST,A,R,55954,4832,92840M10,,,,,
85223,1/31/2003,,3,92842820,VDAT,VISUAL DATA CORP,VDAT,A,R,15616,2741,68287520,,27,274,,
83747,7/30/1999,,3,92843010,EDGE,VISUAL EDGE SYSTEMS,EDGE,A,R,14837,7990,92843010,552,,,,
45153,7/31/1973,,0,92843110,,VISUAL ELECTRONICS CORP,,X,X,4807,2520,92844210,,,,,
76406,9/30/1991,,3,92843710,VZEQ,VISUAL EQUITIES INC,VZEQ,A,R,10761,6790,92843710,,,,,
59141,11/28/1975,,3,92843810,VISL,VISUAL GRAPHICS CORP,,A,R,4808,5043,91821310,,,,,
45153,12/30/1988,,3,92844210,VISC,VISUAL INDUSTRIES INC,VISC,A,R,4807,2520,92844210,,,,,
